Path,DSMdv,LC3,Avinf,Lcdate,TOF
3358,0.11,141.009,23.026,2033-11-10,13.34
3358,0.09,92.307,11.71,2035-11-14,13.92
3358,0.056,86.015,12.571,2034-12-29,10.72
3358,0.108,171.076,18.417,2033-10-25,12.88
3358,0.141,200.425,12.189,2032-10-06,7.28
3358,0.012,91.11,8.841,2034-12-03,9.29
3358,0.097,200.842,10.893,2034-06-12,8.99
3358,0.182,98.896,7.639,2037-01-27,11.5
3358,0.113,145.077,14.955,2039-10-18,14.08
3358,0.062,89.178,11.804,2037-12-21,11.82
3358,0.088,84.069,15.436,2038-01-24,14.79
3358,0.139,179.863,6.92,2034-06-22,14.94
3358,0.046,90.852,9.855,2032-10-10,13.68
3358,0.02,86.252,6.934,2039-07-04,9.9
3358,0.16,117.164,23.686,2035-05-18,12.73
3358,0.012,90.684,12.56,2032-12-11,14.99
3358,0.086,115.991,13.714,2039-09-18,12.16
3358,0.113,89.698,8.792,2035-05-18,15.0
3358,0.092,95.158,7.97,2036-05-28,15.0
3358,0.146,219.256,24.459,2032-06-16,14.87
3358,0.064,129.063,14.516,2039-08-31,13.94
3358,0.032,147.59,20.119,2034-02-08,14.75
3358,0.01,90.172,10.245,2036-01-11,8.44
3358,0.142,113.73,8.287,2037-06-08,11.97
3358,0.112,97.298,7.804,2034-06-18,15.0
3358,0.057,100.297,10.875,2036-05-22,12.77
3358,0.093,202.358,8.193,2036-02-06,12.57
3358,0.143,84.769,7.667,2035-05-12,14.79
3358,0.108,129.827,10.372,2038-03-01,6.81
3358,0.097,87.313,12.305,2038-04-16,11.36
3358,0.191,89.1,13.335,2033-10-15,8.22
3358,0.093,99.12,10.974,2032-12-27,11.99
3358,0.089,79.656,8.765,2034-12-25,13.55
3358,0.13,87.373,13.588,2034-07-14,14.38
3358,0.122,89.151,21.85,2035-02-21,13.18
3358,0.065,216.341,22.248,2036-07-01,11.92
3358,0.066,87.605,5.892,2039-06-14,10.7
3358,0.006,83.163,8.122,2037-03-18,12.94
3358,0.104,122.18,18.844,2031-12-09,13.78
3358,0.012,86.009,13.672,2033-12-12,12.02
3358,0.089,90.948,8.797,2033-08-10,14.57
3358,0.158,84.662,17.073,2031-08-09,12.62
3358,0.15,78.476,11.11,2036-12-04,14.6
3358,0.142,156.644,11.626,2036-02-02,12.09
3358,0.06,158.945,6.894,2039-04-07,10.14
3358,0.079,88.621,14.555,2036-03-11,13.24
3358,0.129,98.67,15.809,2035-02-15,13.79
3358,0.108,82.12,8.99,2031-04-29,11.68
3358,0.139,133.572,9.098,2036-01-15,8.33
