Path,DSMdv,LC3,Avinf,Lcdate,TOF
368,0.094,132.96,13.008,2039-12-15,9.95
368,0.098,152.083,9.6,2038-11-04,14.45
368,0.096,163.949,9.797,2036-10-09,12.52
368,0.09,147.91,12.626,2034-09-22,14.88
368,0.0,212.311,12.736,2035-09-09,13.93
368,0.1,209.915,6.726,2034-12-01,12.81
368,0.056,146.487,19.495,2035-10-25,13.97
368,0.098,184.879,6.407,2034-11-23,12.9
368,0.001,154.904,11.172,2036-11-20,10.26
368,0.093,164.115,12.237,2036-11-20,12.89
368,0.099,183.468,14.208,2039-11-03,12.77
368,0.061,144.42,17.041,2031-08-11,8.64
368,0.087,170.805,8.502,2035-10-03,12.93
368,0.096,190.394,17.127,2033-11-14,14.53
368,0.095,140.282,6.915,2033-10-05,14.25
368,0.082,194.977,14.407,2035-09-15,13.81
368,0.096,169.145,14.429,2033-08-20,14.34
368,0.018,143.525,10.28,2036-10-19,12.6
368,0.095,210.777,14.742,2037-12-29,14.52
368,0.089,164.634,13.428,2031-09-26,14.65
368,0.053,217.697,12.921,2033-08-06,12.84
368,0.004,132.758,15.096,2036-10-31,14.92
368,0.022,183.456,14.207,2033-10-29,12.72
368,0.092,189.535,15.322,2033-11-06,12.81
368,0.1,184.509,13.944,2033-10-29,12.75
368,0.037,174.37,13.527,2034-11-11,12.01
368,0.045,167.076,14.357,2037-10-26,14.75
368,0.005,189.708,13.325,2034-08-29,8.81
368,0.094,208.908,15.238,2031-07-18,12.38
368,0.093,183.119,14.34,2034-10-26,11.84
368,0.095,164.269,8.664,2036-11-18,12.13
368,0.087,190.821,13.67,2037-12-21,14.6
368,0.099,137.32,15.115,2031-09-06,14.59
368,0.099,145.459,17.903,2038-12-04,12.76
368,0.095,121.057,6.865,2039-12-07,13.9
368,0.078,156.422,13.102,2035-11-08,11.02
368,0.097,211.219,12.964,2037-11-01,14.68
368,0.093,189.205,6.567,2034-11-23,13.01
368,0.099,181.48,7.417,2036-11-30,10.71
368,0.098,135.538,14.299,2035-10-23,12.05
368,0.098,153.601,22.473,2039-11-23,11.05
368,0.085,134.551,11.418,2038-12-02,10.7
368,0.067,224.375,15.961,2034-11-03,9.41
368,0.007,143.544,11.198,2035-10-09,11.38
368,0.096,212.659,13.806,2034-09-02,12.03
368,0.096,204.849,12.823,2031-07-26,14.84
368,0.09,123.445,7.099,2039-12-03,13.86
368,0.006,132.836,18.215,2036-10-27,14.38
368,0.083,197.854,18.036,2037-11-09,14.66
368,0.099,146.408,13.434,2034-09-22,12.03
368,0.012,135.267,9.376,2035-10-21,13.38
368,0.095,136.82,12.627,2031-08-17,11.52
368,0.05,155.068,9.519,2036-11-22,12.34
368,0.099,221.523,21.638,2035-11-14,12.18
368,0.09,124.919,21.735,2032-08-31,11.53
368,0.065,149.721,15.308,2035-10-03,12.6
368,0.084,193.318,13.8,2037-10-06,12.24
368,0.099,206.84,15.771,2033-08-06,10.49
368,0.097,210.633,14.369,2035-10-03,14.41
368,0.096,153.569,14.943,2036-10-29,9.77
368,0.046,176.438,15.112,2032-10-16,13.59
368,0.076,191.135,9.55,2034-09-22,12.64
368,0.089,137.668,11.613,2034-11-03,14.78
368,0.089,165.185,13.871,2035-10-23,10.85
368,0.095,151.243,6.675,2039-11-23,14.01
368,0.011,223.578,13.132,2036-09-19,13.12
368,0.003,161.344,13.411,2033-08-24,10.0
368,0.017,158.615,13.778,2034-10-12,11.76
368,0.091,212.718,19.443,2033-08-06,9.22
368,0.098,188.374,14.207,2039-11-03,12.8
368,0.095,122.985,18.512,2033-09-17,10.59
368,0.093,140.365,16.904,2036-11-08,11.46
368,0.1,161.424,12.887,2031-08-05,11.88
368,0.066,177.348,20.339,2033-10-07,13.97
368,0.088,123.476,21.349,2032-08-27,12.39
368,0.099,205.303,16.017,2034-11-23,13.49
368,0.033,144.751,14.727,2039-12-21,12.71
368,0.098,218.666,12.549,2033-10-29,13.88
368,0.077,217.697,13.309,2033-08-06,12.78
368,0.072,166.218,12.533,2036-11-06,10.13
368,0.0,115.363,16.249,2031-08-15,13.88
368,0.006,133.288,14.559,2037-11-13,14.21
368,0.01,147.376,23.688,2035-10-25,9.41
368,0.007,163.086,13.52,2038-10-29,13.69
368,0.093,141.828,12.218,2033-09-17,14.14
368,0.079,197.49,14.682,2035-09-09,13.83
368,0.024,137.161,11.946,2034-10-14,12.31
368,0.013,163.88,20.497,2031-09-06,13.33
368,0.099,132.135,12.734,2031-09-06,11.26
368,0.098,159.482,11.384,2036-11-18,12.73
368,0.003,192.297,15.575,2035-09-09,10.64
368,0.001,131.745,6.159,2038-11-28,9.01
368,0.098,128.294,16.363,2039-12-09,12.26
368,0.09,165.183,17.212,2031-09-16,14.78
368,0.003,192.643,6.851,2036-12-02,10.83
368,0.098,145.034,12.004,2032-08-17,14.87
368,0.009,148.869,12.703,2036-11-16,12.9
368,0.082,201.247,15.633,2033-10-29,14.34
368,0.096,132.292,14.085,2035-10-27,14.29
368,0.064,168.175,9.007,2037-10-16,9.63
368,0.093,130.793,14.575,2033-10-15,14.68
368,0.1,142.092,12.921,2031-08-15,14.82
368,0.099,186.381,10.026,2037-10-08,10.28
368,0.001,153.074,14.937,2033-09-15,12.89
368,0.098,153.128,13.962,2035-10-23,10.82
368,0.078,158.122,13.508,2032-10-02,13.68
368,0.063,220.86,11.641,2037-11-17,11.79
368,0.087,176.792,11.376,2036-12-02,12.7
368,0.1,166.955,13.969,2035-09-21,10.9
368,0.08,130.622,23.003,2032-08-23,11.62
368,0.012,169.875,12.576,2035-11-14,13.75
368,0.003,179.421,14.073,2039-11-05,10.26
368,0.066,172.709,13.436,2038-10-31,11.17
368,0.005,121.528,10.782,2031-08-27,14.78
368,0.099,147.857,13.335,2034-09-20,11.99
368,0.016,153.601,21.106,2039-11-23,13.39
368,0.05,214.773,12.637,2035-09-09,13.93
368,0.075,196.422,11.246,2036-12-02,10.22
368,0.099,169.163,16.319,2032-08-13,11.36
368,0.05,144.911,10.845,2031-07-26,14.82
368,0.097,187.865,6.839,2034-11-23,13.08
368,0.052,140.845,15.274,2032-09-20,13.72
368,0.021,134.507,15.783,2031-09-04,14.6
368,0.007,199.78,11.65,2036-12-02,10.17
368,0.071,181.523,11.554,2035-10-25,12.69
368,0.056,140.698,16.066,2033-09-15,10.43
368,0.091,159.636,6.743,2039-11-29,14.36
368,0.049,136.082,10.72,2031-08-05,14.9
368,0.094,128.831,11.372,2039-12-11,13.43
368,0.0,180.895,8.581,2034-11-19,12.59
368,0.097,183.41,18.11,2032-07-30,10.1
368,0.098,175.077,11.092,2037-10-30,11.73
